14, Male, Karnataka (KA), 6658546700, 162.10136817833282, 73.43899328173931
66, Male, Meghalaya (ML), 7771114500, 139.70890702264848, 74.2552707910933
22, Male, Punjab (PB), 6813995656, 156.18439627644955, 69.65715672259248
45, Female, Andhra Pradesh (AP), 6430957659, 149.998798191707, 71.42139181040311
71, Male, Maharashtra (MH), 8328004030, 165.31879613929823, 66.28882150159598
94, Male, Punjab (PB), 8367253932, 167.6616419819989, 63.39998038325707
68, Female, Chhattisgarh (CG), 6393110781, 151.59369507796043, 73.55608771638141
19, Female, Uttar Pradesh (UP), 9600779449, 188.5505515975068, 64.83560350824295
93, Male, Gujarat (GJ), 6842940934, 138.01063379019212, 65.22588047296153
16, Female, Kerala (KL), 9640801356, 156.96093580643034, 67.9529415960236
76, Female, Rajasthan (RJ), 8761592981, 154.63153071560157, 74.20629559342456
39, Male, Sikkim (SK), 6955445137, 167.25287884222752, 69.06877159787165
96, Female, Nagaland (NL), 8095418005, 159.38278262311502, 66.50843371867485
77, Male, Odisha(OR), 7769402263, 152.51665519994376, 73.07604711810185
17, Male, Rajasthan (RJ), 9598985642, 186.69410460382738, 69.23473634630139
76, Female, Tripura (TR), 6594957331, 146.07933673879714, 71.05329501847017
98, Male, Manipur (MN), 8881676824, 156.42148217760527, 58.59208375942877
48, Male, Andhra Pradesh (AP), 7575314006, 168.96554357490552, 63.22233277195616
98, Female, Madhya Pradesh (MP), 6204362584, 148.77158719158456, 84.81427921633302
80, Male, Haryana (HR), 6812826317, 157.3040606431262, 66.21117032296402
97, Female, Tamil Nadu (TN), 8777559922, 153.23781668584775, 68.63989242427103
48, Female, Gujarat (GJ), 8972989491, 170.2050785261313, 65.8649448875857
2, Female, Uttarakhand (UK), 7255089350, 164.1448845164033, 76.36518520352006
32, Male, Karnataka (KA), 6218979174, 168.78612812646048, 66.15479731743886
18, Male, Goa (GA), 6928109767, 147.14259935873162, 64.08828928269608
84, Male, Haryana (HR), 8012249785, 154.5021416288198, 71.91274035986014
34, Female, Andhra Pradesh (AP), 6215398351, 163.99291784091935, 66.45033809253914
25, Female, Jharkhand (JH), 7440642991, 150.38594093083185, 81.70966710858512
92, Male, Haryana (HR), 7529212203, 167.69037410924963, 74.97301510627724
23, Female, Haryana (HR), 6524925418, 175.49356032796706, 72.81447224385909
18, Female, Madhya Pradesh (MP), 9093438325, 152.71922451106263, 74.91415714879193
49, Female, Arunachal Pradesh (AR), 7304846975, 159.8934235056062, 64.66224828224844
91, Female, Punjab (PB), 8959884219, 148.78274531089326, 71.67989318719476
45, Male, Kerala (KL), 6471689613, 142.52000063235033, 67.91039660029524
98, Female, Tamil Nadu (TN), 9881964051, 163.04598149322766, 67.66569719270764
77, Female, Arunachal Pradesh (AR), 6060629018, 157.4961418152016, 73.28835714595631
11, Male, Goa (GA), 9941691329, 168.00930685619656, 73.51052404758467
21, Male, Madhya Pradesh (MP), 8200834694, 156.70904579643144, 71.82081887648253
4, Male, Andhra Pradesh (AP), 8430534001, 160.2334396079366, 71.16285265995448
80, Female, Punjab (PB), 7998212972, 158.78021520681, 81.18134848393973
40, Female, Telangana (TS), 6612766824, 164.25997282636445, 68.77022514509002
1, Female, Punjab (PB), 7463764778, 150.9843373456064, 68.76799516937581
17, Female, Tripura (TR), 6114373775, 158.27947243743552, 72.98694582454849
49, Female, Nagaland (NL), 7823232395, 155.7472382273636, 79.18473715172829
13, Male, Andhra Pradesh (AP), 6423111255, 177.05502218847897, 58.86950850125193
26, Male, Madhya Pradesh (MP), 8100969392, 166.42559687293513, 75.9314123939479
62, Male, Arunachal Pradesh (AR), 6917246623, 170.47425083645643, 72.40046909383753
16, Female, Manipur (MN), 6508766947, 159.53233042609796, 71.34905089556318
47, Female, Mizoram (MZ), 9464431992, 168.4219418176, 71.96590498845849
43, Male, Tamil Nadu (TN), 6536271859, 157.51954588016253, 68.44108657265001
7, Female, Arunachal Pradesh (AR), 6244077100, 171.42668189639195, 63.47109066401751
91, Female, Telangana (TS), 8036378136, 166.85034120202465, 73.37089690533716
60, Male, Arunachal Pradesh (AR), 6814411548, 151.4450567553379, 60.65680926940714
44, Male, Assam (AS), 7744600244, 167.57788146107913, 69.89896003530039
95, Female, Gujarat (GJ), 6230076138, 156.04889968238012, 73.3893186776824
93, Female, Uttar Pradesh (UP), 9775604703, 153.6190591698339, 74.07940471663767
16, Male, Uttar Pradesh (UP), 8473929564, 168.56717620486216, 66.97107459078373
64, Female, Rajasthan (RJ), 9437529834, 186.36771179765637, 68.25930185708367
4, Male, Bihar (BR), 9383493150, 152.42684029264808, 70.93619897780643
36, Female, Mizoram (MZ), 6556307347, 152.897225369065, 75.06160435007632
26, Female, Bihar (BR), 9781128956, 174.4672185795458, 70.43899782049613
78, Male, Mizoram (MZ), 6344576934, 155.29236957635416, 75.21665595231445
24, Male, Andhra Pradesh (AP), 9174345308, 153.63808457848975, 76.84924234343264
75, Male, Andhra Pradesh (AP), 8479543901, 165.64590347441464, 74.36434870164899
39, Male, Chhattisgarh (CG), 9874492153, 143.3316787422346, 71.98868256209742
69, Male, Jammu and Kashmir (JK), 6908429737, 163.85871361310117, 72.07301476715493
37, Female, Punjab (PB), 8731489370, 151.24257741189973, 69.90941561394378
61, Male, West Bengal (WB), 7201195901, 147.63597143702043, 77.57110570674755
58, Female, Tamil Nadu (TN), 9079369126, 164.84492894922846, 58.2325999522799
5, Female, Sikkim (SK), 7775112263, 150.91983461566622, 68.524593645371
79, Male, Meghalaya (ML), 9383826467, 155.40778238916974, 66.5317765589566
78, Male, Nagaland (NL), 6191659510, 159.1518551886893, 63.60916770619663
74, Female, Maharashtra (MH), 7523543049, 158.38785230173994, 72.24034141497671
46, Female, Himachal Pradesh (HP), 7313743940, 175.30124041985772, 71.061379848669
67, Female, Sikkim (SK), 7786824551, 167.80427262292162, 78.32247377599899
74, Male, Kerala (KL), 7710295527, 160.28345050841946, 62.36919829999501
55, Male, Haryana (HR), 8705275447, 147.53571215550036, 70.44797603253733
2, Female, Madhya Pradesh (MP), 8958810689, 163.89954537096835, 71.12409216827997
27, Male, Karnataka (KA), 8412732113, 168.5101290776856, 79.34854488991438
68, Male, Himachal Pradesh (HP), 9661688422, 156.06838633241634, 66.644546600462
47, Male, Jharkhand (JH), 9167076758, 138.65804368706603, 74.0064834685196
59, Male, Himachal Pradesh (HP), 9920111406, 163.2898358452391, 75.38588106112958
98, Female, Bihar (BR), 8027802778, 149.01114293215656, 72.12999808230965
54, Female, Karnataka (KA), 7225885825, 166.01571464011795, 73.90778652460214
29, Male, Arunachal Pradesh (AR), 7746850272, 150.4659389934393, 68.359472716187
7, Female, Kerala (KL), 6351913625, 144.8455729479906, 67.50073700444729
69, Male, Mizoram (MZ), 6907522689, 158.18941465879047, 68.51198192052837
5, Female, Andhra Pradesh (AP), 7639593341, 161.20227457492484, 60.85657188250341
74, Female, West Bengal (WB), 7553835491, 167.3976629311805, 69.49580903956574
67, Female, Arunachal Pradesh (AR), 6550163472, 162.46451685303836, 69.39177995438732
17, Male, Karnataka (KA), 9358301476, 170.9463179820992, 65.42280410694117
77, Male, Sikkim (SK), 8628188993, 169.95402874211712, 62.565231869509645
3, Male, Himachal Pradesh (HP), 8770810564, 169.11681102996047, 63.30404067581982
86, Male, Andhra Pradesh (AP), 8653419903, 153.22674290703839, 75.4435174800299
75, Female, Sikkim (SK), 9560354643, 159.4513818478063, 75.04292213510946
94, Female, Tripura (TR), 7363064474, 147.8492180534907, 70.3551336167753
14, Female, Karnataka (KA), 8313363823, 155.9500177689599, 65.04203325632993
90, Female, Tripura (TR), 7854531708, 152.1954168559794, 71.86760025334988
61, Male, Goa (GA), 7948826656, 182.35204384636762, 61.15882731162278
30, Female, Karnataka (KA), 8728353418, 175.71178294798239, 65.43157030136193
69, Male, Telangana (TS), 6497690053, 156.8653139339673, 71.95969846102922
47, Male, Uttar Pradesh (UP), 8567049072, 167.17465015515728, 61.98796248915194
84, Male, Manipur (MN), 6064927765, 155.1462902695238, 68.98765514189584
46, Male, Punjab (PB), 7124840419, 166.04921599449617, 76.07600939274103
32, Female, West Bengal (WB), 7128386666, 157.2350071901306, 77.10485084387925
10, Female, Madhya Pradesh (MP), 8339422629, 148.54596874258428, 81.20775126620492
67, Female, Madhya Pradesh (MP), 7118291555, 158.98792895702064, 76.33570884513831
34, Male, Jammu and Kashmir (JK), 6793791187, 170.92029846580616, 78.01392873058147
29, Female, Nagaland (NL), 9089640240, 170.280982972963, 77.17743449843087
8, Female, Karnataka (KA), 7038852746, 167.3943969059736, 77.28776688037021
92, Female, Andhra Pradesh (AP), 6817809892, 173.6586987952868, 74.83699576665259
50, Female, Karnataka (KA), 9277045042, 166.1201257527968, 72.98500182567606
87, Female, Bihar (BR), 7868593696, 171.4743521584717, 67.4349129279127
53, Male, Sikkim (SK), 8499412202, 161.9803809425, 65.86906753933262
96, Female, Jammu and Kashmir (JK), 8805678384, 158.84885022346933, 78.16096446054726
81, Male, Chhattisgarh (CG), 8313599919, 159.49979954528024, 64.11131928839472
2, Male, Rajasthan (RJ), 6215656405, 150.87390389974965, 71.36322454460144
18, Female, Arunachal Pradesh (AR), 7088542533, 154.98580731333783, 74.09077459899824
14, Female, Punjab (PB), 8058164664, 161.55429768919606, 74.41027438305821
89, Female, Jammu and Kashmir (JK), 6109087103, 156.47943935781518, 64.13792634463346
38, Female, Uttarakhand (UK), 9422161957, 166.98691461085872, 70.04917538800659
56, Female, Telangana (TS), 7962373526, 175.9988817126475, 69.52937643560456
3, Female, Bihar (BR), 7331853984, 164.49664816329891, 78.40482729805579
95, Female, Meghalaya (ML), 8246945141, 161.08816265687668, 70.77343546441695
83, Female, Sikkim (SK), 7757644744, 154.86376015763534, 64.651504550388
41, Female, Tripura (TR), 8710485547, 166.4446617863592, 70.60854343100112
60, Male, Assam (AS), 9098563200, 147.76653854724955, 71.95356955645696
82, Female, Sikkim (SK), 7714699520, 177.21448787183186, 71.84961013635416
83, Male, Meghalaya (ML), 7833259965, 163.04162668964443, 71.0929951054514
76, Female, Sikkim (SK), 6560360866, 154.40007677692353, 63.78831720567544
19, Female, Kerala (KL), 9711243530, 144.22719111599514, 72.38466501493008
43, Female, Kerala (KL), 7225114294, 175.068458550581, 58.834727393255335
69, Female, Meghalaya (ML), 8912192243, 149.9249112697569, 81.13526818783821
51, Male, Maharashtra (MH), 7677534097, 162.43587346879997, 70.04551966385185
45, Male, Jammu and Kashmir (JK), 7015180152, 154.31405238537997, 69.7121653027528
26, Female, Arunachal Pradesh (AR), 9445561643, 174.4827271126221, 69.5719516457012
55, Female, Kerala (KL), 8760528538, 167.9073099554145, 61.65776469954713
56, Male, Himachal Pradesh (HP), 6456360330, 167.67062307557288, 71.68148035998513
73, Female, Mizoram (MZ), 6284788190, 165.2843680209713, 66.38971051172824
92, Male, Jharkhand (JH), 6630680416, 178.08370503143325, 71.39283940554073
72, Male, Rajasthan (RJ), 8599180740, 159.399010435687, 73.23591757222296
11, Female, Nagaland (NL), 7166277339, 168.76859607712652, 72.88522471554657
37, Male, Sikkim (SK), 9539212538, 139.91163129056184, 64.71765131209875
31, Female, Mizoram (MZ), 7879141386, 160.68655024371404, 69.7784955681435
11, Female, Arunachal Pradesh (AR), 9275689041, 153.27804878822832, 68.41527341142029
8, Female, Manipur (MN), 6860806646, 169.35293413062686, 69.03595892835015
18, Female, Madhya Pradesh (MP), 9322951881, 164.12955002262734, 65.77386352846638
14, Male, Nagaland (NL), 8505693381, 173.98362485961275, 67.03467543556474
10, Male, Maharashtra (MH), 7875381471, 148.57246616159756, 71.31493585565347
51, Female, Sikkim (SK), 8614427165, 156.76040129394264, 74.20884199060535
82, Male, Telangana (TS), 7520949218, 156.0124405439009, 58.32155629071408
63, Female, Arunachal Pradesh (AR), 7735488664, 154.93805885871456, 61.60879181805417
99, Female, Telangana (TS), 6111570940, 161.5397362681626, 64.19439993494258
1, Female, Goa (GA), 7951016866, 157.42276372618076, 72.49177310962975
88, Female, Meghalaya (ML), 6330809492, 174.6746447224465, 73.7768838192751
27, Female, Telangana (TS), 9999338549, 157.164424966125, 78.64197910299086
42, Female, Jharkhand (JH), 6149810323, 142.44112262277895, 69.54797383285216
20, Male, Mizoram (MZ), 9301408054, 161.64535870165048, 76.97565022076054
78, Male, Telangana (TS), 9548534136, 166.26326005055972, 76.60203334011008
7, Male, Uttarakhand (UK), 7951194740, 141.33414351507437, 76.87942306162964
11, Female, Telangana (TS), 8010634462, 169.29466383481204, 78.25890774228489
39, Male, Odisha(OR), 6097395873, 159.0981986436156, 72.3183394231681
53, Female, Uttar Pradesh (UP), 7097125592, 173.26419858025503, 71.77872966045037
74, Male, Manipur (MN), 9243468744, 163.95146982894332, 60.29492086677668
59, Male, Manipur (MN), 9536876375, 142.41624391965806, 68.77285257888363
92, Male, Gujarat (GJ), 6297151270, 171.46839060468326, 71.932125111938
98, Female, Rajasthan (RJ), 8209340409, 172.0528216420249, 71.22490276717501
29, Male, Chhattisgarh (CG), 8170555245, 159.37662290016593, 58.72838807868006
3, Female, Andhra Pradesh (AP), 9976441165, 178.97119124750134, 66.58858293403487
28, Female, Madhya Pradesh (MP), 6114378130, 175.04319173134246, 66.18023700291953
99, Male, Tripura (TR), 6609005932, 169.8580867870311, 75.30914222405326
6, Male, Madhya Pradesh (MP), 6549685842, 155.47980507053217, 73.75462116334978
24, Male, Jharkhand (JH), 9940248735, 167.48211543171763, 74.392472264417
77, Male, Jammu and Kashmir (JK), 6545824017, 141.80852937555375, 71.2888010442335
56, Female, Kerala (KL), 9756799177, 155.38722756670413, 64.72836986491417
54, Male, Jammu and Kashmir (JK), 7994433636, 135.87355855616565, 65.20676713513288
1, Female, Sikkim (SK), 8186741076, 173.38453101576954, 61.97702174085991
47, Female, Jharkhand (JH), 7599283779, 187.39613622601198, 70.4212115547776
73, Male, Uttar Pradesh (UP), 6925009490, 159.33993921204086, 66.68053718382443
72, Male, Andhra Pradesh (AP), 9843355481, 174.10545453613338, 61.61713342125558
71, Male, Sikkim (SK), 6816333435, 158.6586656441102, 73.63213573330833
7, Male, Karnataka (KA), 6974732769, 159.46773097482492, 69.20252168374718
27, Female, Andhra Pradesh (AP), 7855812902, 171.7197870824392, 66.21441337175489
7, Female, Tripura (TR), 9624073264, 156.35083717154464, 67.50440698512864
90, Female, Sikkim (SK), 8500232498, 155.07926436966818, 69.31128622835817
44, Female, Punjab (PB), 7105372872, 161.5940653485652, 71.94453350402296
71, Male, Karnataka (KA), 7360266130, 153.5252759415545, 72.90406798481303
79, Male, Kerala (KL), 9263555526, 147.58918546275672, 67.86772387047822
40, Male, Tripura (TR), 9966597050, 172.59080881462762, 68.61820426733408
5, Male, Mizoram (MZ), 7117047180, 159.72955368952907, 70.6090363720238
38, Male, Gujarat (GJ), 6663955677, 174.41085290135715, 72.10255537315136
58, Female, Assam (AS), 8846514503, 149.68463768226744, 72.8854048622865
56, Male, Jammu and Kashmir (JK), 7856972535, 165.8801954949452, 64.46450913314094
86, Female, Uttarakhand (UK), 7031595858, 153.07423597313164, 64.65337359083836
95, Female, Assam (AS), 8509845582, 151.12115749010337, 68.42028619180071
54, Female, Gujarat (GJ), 8657458671, 144.20921599475423, 73.66293388054612
99, Female, Haryana (HR), 7992116952, 169.4270366881992, 69.84931222401957
85, Male, Meghalaya (ML), 7990036249, 160.91009962290133, 69.39400647491613
96, Female, Karnataka (KA), 8418272200, 161.97069477672775, 63.811279254644944
14, Female, Uttar Pradesh (UP), 7930615466, 167.08509523761703, 73.72289033335694
65, Male, Mizoram (MZ), 9564208578, 178.34532825864622, 69.10449087558094
15, Female, Tamil Nadu (TN), 7531307517, 162.9850322065549, 71.02662851440236
77, Male, Punjab (PB), 9383619282, 156.07876592703929, 75.68848012128751
38, Female, Madhya Pradesh (MP), 8664927048, 168.45927386220916, 76.26571044830918
18, Male, Haryana (HR), 6090926527, 148.00594714836265, 72.21284167670771
35, Male, Arunachal Pradesh (AR), 7572628668, 162.44781138315923, 72.52155300347265
60, Male, Tripura (TR), 8983773850, 151.25476399516802, 65.5146133314686
69, Male, Mizoram (MZ), 7820030363, 166.8095305310653, 63.029378612391646
46, Male, Rajasthan (RJ), 7917941644, 159.69712514401715, 71.72599275460952
76, Male, Uttarakhand (UK), 9535180325, 163.20229136513552, 69.42806367962977
85, Male, Kerala (KL), 8892687093, 142.95136881582982, 74.21661380807654
55, Female, Chhattisgarh (CG), 9015268851, 160.02189341449545, 58.85931766795808
49, Male, Telangana (TS), 8349382704, 152.73189531911873, 75.29232531778531
84, Female, Uttar Pradesh (UP), 9064638126, 157.50878912538968, 62.49364031258067
24, Male, Assam (AS), 8289782305, 153.06416028628365, 71.09673683698362
2, Female, Karnataka (KA), 9300792627, 170.9258655895764, 70.70949258608334
62, Male, Arunachal Pradesh (AR), 8753541408, 160.97104058670772, 65.57019657195768
80, Male, Haryana (HR), 8066922841, 161.54703088047947, 65.75613002103344
84, Female, Tamil Nadu (TN), 8688494086, 147.27131916704877, 68.37542239900955
51, Female, Odisha(OR), 8098894907, 152.29082251190957, 59.72499642910578
62, Female, Arunachal Pradesh (AR), 7969014705, 157.50027686498112, 69.7614843952036
13, Male, Bihar (BR), 7838847085, 164.89003101421244, 66.74293093547753
86, Male, Kerala (KL), 6841307698, 173.7457646763045, 72.70372823055104
7, Female, Maharashtra (MH), 8432384950, 165.31237434783674, 73.32449704793781
2, Male, Tamil Nadu (TN), 6990501790, 172.89332655830773, 73.59236838221133
3, Female, Tripura (TR), 6042446788, 156.20004735829318, 73.4509720103014
91, Female, Rajasthan (RJ), 6017781928, 162.88987194483371, 70.71003769382932
89, Female, Manipur (MN), 7085666100, 169.4775714381284, 75.79412538408413
54, Female, Karnataka (KA), 6069718219, 148.0218697520111, 65.19863874795382
92, Male, Telangana (TS), 7108684671, 174.2012325097508, 72.69012525777538
89, Female, Kerala (KL), 8976994553, 156.9046825624532, 71.86329561980868
9, Female, Jammu and Kashmir (JK), 9334010116, 169.09540454389435, 76.0995814259323
16, Female, Kerala (KL), 6405647956, 168.48295027234903, 63.187919816470256
52, Male, Gujarat (GJ), 9312604821, 167.1310282628342, 69.2054655154389
59, Female, Telangana (TS), 8854123540, 162.72756631488284, 72.78685528776607
52, Male, Tripura (TR), 7370961613, 166.31477661948907, 69.09758725233445
62, Male, Maharashtra (MH), 6289973655, 168.53280057918562, 71.97105363261802
12, Male, Haryana (HR), 6824855882, 167.78541281713427, 77.6752500909433
41, Female, Arunachal Pradesh (AR), 9500197001, 166.17440348093726, 67.74075820080961
1, Male, Gujarat (GJ), 8849974418, 155.59783941885658, 70.71789602391277
73, Male, Manipur (MN), 9703129637, 148.90843021868105, 60.84623307271587
77, Female, Assam (AS), 8169025422, 159.6645822036047, 65.13129913902608
71, Male, Haryana (HR), 8696249428, 156.58885548107096, 68.87013126592316
50, Female, Punjab (PB), 7014839089, 153.1044157986972, 77.19424709848981
30, Male, Chhattisgarh (CG), 6395961974, 145.11044960337765, 73.51126065415522
53, Male, Punjab (PB), 7813774804, 162.611985940396, 67.69881608231185
41, Male, Punjab (PB), 8355672855, 164.73778235488996, 70.2029476042013
29, Female, Goa (GA), 8744538832, 160.76377489192566, 70.63327656261255
41, Female, Maharashtra (MH), 9146369191, 161.1616728945711, 71.23480953128659
6, Male, Karnataka (KA), 6851752746, 158.11127867120703, 67.20865391174331
53, Female, Nagaland (NL), 6947546737, 161.07984628085816, 72.55641995798382
32, Male, Telangana (TS), 6579819979, 145.51211589380526, 76.03017303436965
13, Female, Uttarakhand (UK), 7778716229, 157.39905389539516, 67.26182179616855
76, Male, Andhra Pradesh (AP), 9609130114, 153.03240705998746, 70.79998202304071
61, Female, Uttarakhand (UK), 8172209966, 162.72314089288287, 62.48911004616593
41, Male, Maharashtra (MH), 7649621853, 162.45746549884288, 66.7144552940645
92, Female, Jharkhand (JH), 6381304560, 149.23182733025223, 68.31001681361286
76, Female, Uttarakhand (UK), 6297617340, 147.55334316447392, 73.7772603016636
94, Male, Tripura (TR), 7114038942, 162.98285606498342, 69.8124106261173
70, Female, Manipur (MN), 6439538915, 174.17219656828087, 72.07425621375985
46, Female, West Bengal (WB), 9415815093, 162.493590209076, 71.13954476046979
16, Female, Nagaland (NL), 9610871823, 151.32376154556565, 71.4018835825659
14, Female, Arunachal Pradesh (AR), 8084238805, 168.97447069102293, 72.09634378288727
70, Female, Maharashtra (MH), 7452288814, 173.1640587593812, 66.49146096226438
32, Female, Assam (AS), 6278852657, 151.2220270820273, 70.24856353827785
2, Female, Uttarakhand (UK), 9696318082, 159.61279978986732, 60.121548520480694
19, Male, Karnataka (KA), 9189684048, 168.0998229473399, 76.82999790998879
29, Female, Jammu and Kashmir (JK), 8829404802, 162.79476221839124, 64.81348447385973
17, Female, West Bengal (WB), 8032803444, 157.03989406817004, 65.12238258233502
2, Male, Tamil Nadu (TN), 8332383507, 162.31300546877011, 75.94521618626234
59, Male, Himachal Pradesh (HP), 8397722372, 165.37024982827896, 67.83765141232665
67, Female, Arunachal Pradesh (AR), 9011934955, 154.24466994029302, 64.64856287441806
38, Male, Mizoram (MZ), 7406393118, 152.0727214836392, 71.6175458317008
97, Male, Tamil Nadu (TN), 9615301898, 162.5265687933255, 64.14345762124732
25, Female, Meghalaya (ML), 7763968064, 159.80105350198704, 67.04505069831167
8, Male, Karnataka (KA), 9158508394, 164.69364493725809, 68.4861256866359
63, Female, Chhattisgarh (CG), 9585342832, 177.58293493751162, 78.41240228629538
49, Female, Haryana (HR), 7353981304, 165.84405725565574, 72.44145339016404
2, Female, Kerala (KL), 6202350192, 169.06373265424708, 74.65511680660471
81, Female, Andhra Pradesh (AP), 6123381448, 168.11969147624185, 59.923702017962846
79, Male, Madhya Pradesh (MP), 8970426296, 171.82291044498714, 67.90469971130649
71, Female, Meghalaya (ML), 7068028569, 165.30948626057744, 63.5451189515733
64, Male, Tripura (TR), 6680863327, 156.53875009754313, 61.29117801669418
56, Female, Goa (GA), 9568080591, 169.52524634940715, 64.20980831408441
62, Male, Tamil Nadu (TN), 6829934476, 157.89677397734107, 74.94601580998604
32, Female, Jammu and Kashmir (JK), 9528232822, 155.20050794904918, 73.01646939860633
47, Male, Himachal Pradesh (HP), 6666048605, 154.3403582732198, 69.75711101987075
10, Female, Telangana (TS), 7444937976, 154.76186752573474, 63.517538908947664
82, Male, Telangana (TS), 9494190451, 149.84402164588323, 68.93315012102906
98, Female, Kerala (KL), 6556865366, 156.45466338176476, 82.86338945206472
1, Male, Arunachal Pradesh (AR), 9274644751, 170.02022743289191, 72.70694139419183
11, Female, Rajasthan (RJ), 8827808859, 168.8644326877983, 78.55562680621243
41, Male, Jharkhand (JH), 6888376999, 156.51462668720572, 70.08109717898255
43, Male, Assam (AS), 9730986565, 161.96243347457448, 72.4305290766948
75, Female, Meghalaya (ML), 6131798276, 164.11050459979478, 75.87305016945486
31, Female, Goa (GA), 9470255818, 168.73538898333203, 67.17882649159057
73, Male, Chhattisgarh (CG), 7411003534, 165.7084094157717, 69.83444492245552
1, Male, Assam (AS), 7988733329, 145.58888114880708, 66.77857937066099
1, Male, Assam (AS), 8432074070, 156.72460472076955, 75.0788697803503
81, Male, Assam (AS), 6995400748, 140.29783997340814, 68.06571033486307
50, Female, Manipur (MN), 7197925898, 158.95016329800464, 71.13661892570047
84, Male, Odisha(OR), 7411392919, 147.1715998792047, 67.24864801320857
28, Male, Maharashtra (MH), 6903331305, 159.1242025713037, 67.58992869048897
96, Female, Maharashtra (MH), 8461460365, 176.84699599225797, 80.94171389906633
96, Male, Tripura (TR), 6487613099, 169.23222832578955, 63.41172225554801
95, Male, Chhattisgarh (CG), 7630775226, 166.2244548415687, 81.60514006631844
34, Female, Maharashtra (MH), 7216156361, 147.28181274248865, 64.59956444532848
1, Female, Goa (GA), 6997276072, 172.98537924961647, 69.95560942046355
91, Female, West Bengal (WB), 6565324961, 164.6049980292366, 68.00292670894717
24, Female, Sikkim (SK), 9911181584, 146.27807279553386, 74.14354414465937
66, Male, Odisha(OR), 9430252192, 155.79907351865276, 72.10234149814183
42, Female, Telangana (TS), 9649592118, 140.4558420030877, 68.185231911652
23, Female, Haryana (HR), 7490797338, 175.79615126030433, 69.01919234333846
63, Male, Gujarat (GJ), 7846886198, 146.3383019349154, 69.66079799679609
92, Male, Bihar (BR), 8434290051, 159.20431044643942, 72.93648312483663
15, Male, Arunachal Pradesh (AR), 7014528506, 167.27410274069715, 68.07578276072007
12, Female, Uttarakhand (UK), 8777400082, 153.67720641813952, 71.96997057580923
77, Female, Manipur (MN), 6893124594, 159.57461860849486, 73.55344634295517
14, Male, Madhya Pradesh (MP), 8929335597, 147.5687440851643, 69.90593025688351
20, Female, Uttar Pradesh (UP), 9481707179, 167.30750458940983, 67.69594850138238
13, Female, Punjab (PB), 8259935300, 163.3281943575023, 71.93297611618232
91, Female, Bihar (BR), 7430097691, 155.7663928035433, 71.3998955641183
95, Female, Madhya Pradesh (MP), 9241438986, 148.3921735574077, 77.00720605630268
66, Male, Tripura (TR), 7087311780, 146.9773341733952, 71.0554035980528
12, Male, Arunachal Pradesh (AR), 9171261998, 159.4617873377732, 76.41104774581112
20, Male, Kerala (KL), 7122200039, 151.2812908209307, 66.52106881745031
7, Male, Kerala (KL), 8097737687, 155.35429312822706, 73.64745106904984
51, Male, Odisha(OR), 9512148713, 173.34822215648518, 67.98066581706615
42, Male, Himachal Pradesh (HP), 8980558632, 152.4794327096664, 60.64785358041992
76, Male, Rajasthan (RJ), 8353435514, 147.91792495737658, 70.87541586938706
19, Female, Jammu and Kashmir (JK), 9999617643, 154.75024350055003, 72.19603014604027
16, Male, Tripura (TR), 6527364787, 157.78489517137453, 68.80156764835034
75, Male, West Bengal (WB), 7986822736, 146.51763558868313, 71.62468446963551
16, Female, Himachal Pradesh (HP), 6987208143, 183.72104004948017, 73.57743576068484
56, Male, Bihar (BR), 6051274973, 144.00142447401052, 61.597188349235964
98, Female, Madhya Pradesh (MP), 6232936937, 138.91212947092342, 70.43310587544951
34, Female, Manipur (MN), 9771322967, 170.3582862015235, 80.51807183063862
70, Male, Karnataka (KA), 6928948366, 172.6733825835067, 73.03882303564875
85, Male, Tamil Nadu (TN), 7637631726, 162.3325760115907, 59.12751121486262
29, Female, Manipur (MN), 9370685885, 179.98049107943078, 71.22176221302301
41, Male, Telangana (TS), 7227491780, 158.64043200154967, 76.0770214904352
58, Female, Himachal Pradesh (HP), 6530105406, 161.01684439302477, 63.43462491605364
21, Male, Sikkim (SK), 8382894790, 158.15440615829, 71.13815461610075
27, Male, Manipur (MN), 9314582299, 156.35988432364974, 65.69643811542737
4, Female, Punjab (PB), 6856954649, 145.5573374793672, 75.18365943631767
32, Male, Arunachal Pradesh (AR), 7857071999, 170.97738026621994, 74.2004419045832
60, Female, Telangana (TS), 8811868952, 157.77556622319207, 66.92786679622519
4, Male, Kerala (KL), 8694622687, 162.96026748224386, 72.96737557196778
19, Female, Madhya Pradesh (MP), 6736139963, 149.71782567526145, 70.84288936654347
19, Male, Chhattisgarh (CG), 6247211018, 183.08183993656664, 70.93002785050106
25, Male, Madhya Pradesh (MP), 7016947876, 153.991861010317, 70.01589694320587
16, Female, Odisha(OR), 6254787962, 150.70665709813858, 69.40461006679033
26, Female, Goa (GA), 8569932278, 153.03802231869003, 74.8058198074654
69, Female, Haryana (HR), 7245664664, 163.14755638272172, 72.31206007543467
8, Male, Jharkhand (JH), 6462454177, 157.82209392198897, 69.07046345272592
47, Male, Kerala (KL), 6887974166, 163.72736699390174, 67.20860930208065
51, Male, Uttarakhand (UK), 7147641996, 170.633065073123, 67.34102154342506
14, Male, Uttar Pradesh (UP), 6749136650, 145.4717334983375, 65.56166358660346
